Grade,Subject,Chapter No.,Chapter,Part No.,Content_Title,Duration,youtube_link
Class 7,गणित,2,भिन्न एवं दशमलव,20,दशमलव संख्याओं का गुणन,1034,www.youtube.com/embed/PHX3Kss0-SU
Class 7,गणित,2,भिन्न एवं दशमलव,21,प्रश्नावली 2.6 के प्रश्न संख्या 1 से 2,406,www.youtube.com/embed/TojD7-Sdy4c
Class 7,गणित,3,आँकड़ों का प्रबंधन,1,परिचय,547,www.youtube.com/embed/GNb9uXzxHtY
Class 7,गणित,3,आँकड़ों का प्रबंधन,2,प्रश्नावली 3.1 के उदाहरण,658,www.youtube.com/embed/5zlnnb0vq0g
Class 7,गणित,3,आँकड़ों का प्रबंधन,6,प्रश्नावली 3.2 के उदाहरण,836,www.youtube.com/embed/RTbaVjI46eE
Class 7,गणित,3,आँकड़ों का प्रबंधन,7,प्रश्नावली 3.2 के प्रश्न,1033,www.youtube.com/embed/S_YXvG_3ZHM
Class 7,गणित,3,आँकड़ों का प्रबंधन,8,प्रश्नावली 3.3 के उदाहरण,1025,www.youtube.com/embed/Dw3fQ1Sih6E
Class 7,गणित,3,आँकड़ों का प्रबंधन,11,प्रश्नावली 3.4 के प्रश्न,571,www.youtube.com/embed/Dqqcy5AD_Vo
Class 7,गणित,3,आँकड़ों का प्रबंधन,10,प्रश्नावली 3.3 के प्रश्न संख्या 4 से 6,1091,www.youtube.com/embed/rbCMxW7FRf0
Class 7,गणित,3,आँकड़ों का प्रबंधन,3,प्रश्नावली 3.1 के प्रश्न संख्या 1 से 3,632,www.youtube.com/embed/JOx0dR8pg9o
Class 7,गणित,3,आँकड़ों का प्रबंधन,9,प्रश्नावली 3.3 के प्रश्न संख्या 1 से 3,748,www.youtube.com/embed/xg8tD9nwVEY
Class 7,गणित,3,आँकड़ों का प्रबंधन,5,प्रश्नावली 3.1 के प्रश्न संख्या 7 से 9,904,www.youtube.com/embed/0FOzRs5PhJk
Class 7,गणित,4,सरल समीकरण,1,प्रश्नावली 4.1 के उदाहरण,813,www.youtube.com/embed/1XinadwWUhs
Class 7,गणित,4,सरल समीकरण,2,प्रश्नावली 4.1 के प्रश्न संख्या 1 से 3,1084,www.youtube.com/embed/5w8lG657tss
Class 7,गणित,4,सरल समीकरण,3,प्रश्नावली 4.1 के प्रश्न संख्या 4 से 6,951,www.youtube.com/embed/0umNGFHlbqw
Class 7,गणित,4,सरल समीकरण,4,प्रश्नावली 4.2 के उदाहरण,431,www.youtube.com/embed/gCfkhvVHWRE
Class 7,गणित,4,सरल समीकरण,5,प्रश्नावली 4.2 के प्रश्न संख्या 1 से 2,1324,www.youtube.com/embed/Xk_SjKgCLGc
Class 7,गणित,4,सरल समीकरण,6,प्रश्नावली 4.2 के प्रश्न संख्या 3 से 4,1557,www.youtube.com/embed/RSbzW5p4iPE
Class 7,गणित,4,सरल समीकरण,8,प्रश्नावली 4.3 के प्रश्न संख्या 1 और 2,1816,www.youtube.com/embed/HtPfszM-6eU
Class 7,गणित,4,सरल समीकरण,10,प्रश्नावली 4.4 के उदाहरण,641,www.youtube.com/embed/uQJHg2mrf7Y
Class 7,गणित,4,सरल समीकरण,7,प्रश्नावली 4.3 के उदाहरण,763,www.youtube.com/embed/5XhvgEk8JBs
Class 7,गणित,4,सरल समीकरण,12,प्रश्नावली 4.4 के प्रश्न संख्या 3 और 4,1058,www.youtube.com/embed/08tuAqD-jv8
Class 7,गणित,3,आँकड़ों का प्रबंधन,4,प्रश्नावली 3.1 के प्रश्न संख्या 4 से 6,1134,www.youtube.com/embed/nROht6TNotA
Class 7,गणित,5,रेखा और कोण,3,प्रश्नावली 5.1 के प्रश्न संख्या 6 से 8,503,www.youtube.com/embed/zbHlLpx5kYQ
Class 7,गणित,5,रेखा और कोण,4,प्रश्नावली 5.1 के प्रश्न संख्या 9 से 11,669,www.youtube.com/embed/TMvHqzNqjyI
Class 7,गणित,5,रेखा और कोण,5,प्रश्नावली 5.1 के प्रश्न संख्या 12 से 14,927,www.youtube.com/embed/UZb0yw-40IE
Class 7,गणित,5,रेखा और कोण,6,रेखा युग्म ( परिचय ),794,www.youtube.com/embed/7MDLOQxZDVs
Class 7,गणित,5,रेखा और कोण,9,प्रश्नावली 5.2 के प्रश्न संख्या 5 से 6,921,www.youtube.com/embed/arbjQwCDD1A
Class 7,गणित,4,सरल समीकरण,9,प्रश्नावली 4.3 के प्रश्न संख्या 3 और 4,1370,www.youtube.com/embed/IyNIfPs1n4E
Class 7,गणित,4,सरल समीकरण,11,प्रश्नावली 4.4 के प्रश्न संख्या 1 और 2,2341,www.youtube.com/embed/MTywUvgXQcQ
Class 7,गणित,5,रेखा और कोण,8,प्रश्नावली 5.2 के प्रश्न संख्या 3 से 4,583,www.youtube.com/embed/SkYeCzuuS_k
Class 7,गणित,6,त्रिभुज और उसके गुण,1,परिचय,844,www.youtube.com/embed/AgeTgtZFIwk
Class 7,गणित,5,रेखा और कोण,1,परिचय,784,www.youtube.com/embed/Hxg_IdXYzh0
Class 7,गणित,5,रेखा और कोण,7,प्रश्नावली 5.2 के प्रश्न संख्या 1 से 2,617,www.youtube.com/embed/NlCJHa0Pnjg
Class 7,गणित,5,रेखा और कोण,2,प्रश्नावली 5.1 के प्रश्न संख्या 1 से 5,855,www.youtube.com/embed/Tlzi3jgv8rw
Class 7,गणित,6,त्रिभुज और उसके गुण,2,त्रिभुज और उसके गुण,481,www.youtube.com/embed/I5HmrhrkVI8
Class 7,गणित,6,त्रिभुज और उसके गुण,5,प्रश्नावली 6.2 का प्रश्न संख्या 2,350,www.youtube.com/embed/RDg0vegQPYQ
Class 7,गणित,6,त्रिभुज और उसके गुण,6,त्रिभुज के अन्त कोणों का योग गुण,513,www.youtube.com/embed/nVEJdbkFrbI
Class 7,गणित,6,त्रिभुज और उसके गुण,6,प्रश्नावली 6.3 का प्रश्न संख्या 1,649,www.youtube.com/embed/RQnKhWdB4kA
Class 7,गणित,6,त्रिभुज और उसके गुण,8,प्रश्नावली 6.3 का प्रश्न संख्या 2,803,www.youtube.com/embed/duBlrhD12AM
Class 7,गणित,6,त्रिभुज और उसके गुण,10,प्रश्नावली 6.4 के प्रश्न संख्या 1 से 3,761,www.youtube.com/embed/hBev3ctjeCI
Class 7,गणित,6,त्रिभुज और उसके गुण,13,प्रश्नावली 6.5 के प्रश्न संख्या 1 से 4,914,www.youtube.com/embed/3Tir0QO3w7o
Class 7,गणित,6,त्रिभुज और उसके गुण,11,प्रश्नावली 6.4 के प्रश्न संख्या 4 से 6,801,www.youtube.com/embed/FlddMQap8-Q
Class 7,गणित,6,त्रिभुज और उसके गुण,12,प्रश्नावली 6.5 के उदाहरण,596,www.youtube.com/embed/sdeToh261SM
Class 7,गणित,6,त्रिभुज और उसके गुण,9,प्रश्नावली 6.4 के उदाहरण,764,www.youtube.com/embed/Znq859MqULE
Class 7,गणित,7,त्रिभुजों की सर्वांगसमता,4,प्रश्नावली 7.2 के उदाहरण,1308,www.youtube.com/embed/OoBtdKvropU
Class 7,गणित,7,त्रिभुजों की सर्वांगसमता,5,प्रश्नावली 7.2 के उदाहरण,1473,www.youtube.com/embed/qhzgQ-UzXzQ
Class 7,गणित,7,त्रिभुजों की सर्वांगसमता,6,प्रश्नावली 7.2 के प्रश्न संख्या 1 से 4 तक,1149,www.youtube.com/embed/PpaaOyo9dvk
Class 7,गणित,7,त्रिभुजों की सर्वांगसमता,7,प्रश्नावली के प्रश्न संख्या 5 से 9 तक,1361,www.youtube.com/embed/SkDmEoDxef0
Class 7,गणित,6,त्रिभुज और उसके गुण,3,त्रिभुज का बाह्य कोण एवं इसके गुण,416,www.youtube.com/embed/pOB9yHus7UA
Class 7,गणित,7,त्रिभुजों की सर्वांगसमता,3,त्रिभुजों की सर्वांगसमता के लिए प्रतिबंध,601,www.youtube.com/embed/X6dZd4Wn5H4
Class 7,गणित,6,त्रिभुज और उसके गुण,4,प्रश्नावली 6.2 का प्रश्न संख्या 1,262,www.youtube.com/embed/g6hJwHTK1Pk
Class 7,गणित,6,त्रिभुज और उसके गुण,14,प्रश्नावली 6.5 के प्रश्न संख्या 5 से 8,1062,www.youtube.com/embed/mSfpeyK9WMg
Class 7,गणित,7,त्रिभुजों की सर्वांगसमता,1,परिचय,564,www.youtube.com/embed/jayLCU9NeZ4
Class 7,गणित,7,त्रिभुजों की सर्वांगसमता,2,प्रश्नावली 7.1 के प्रश्न,606,www.youtube.com/embed/7zxJWCE1qgI
Class 7,गणित,8,राशियों की तुलना,2,प्रश्नवाली 8 1 के उदाहरण,738,www.youtube.com/embed/-tC8epZ-iOk
Class 7,गणित,2,भिन्न एवं दशमलव,22,प्रश्नावली 2.6 के प्रश्न संख्या 3 व 5,1012,www.youtube.com/embed/tAuAQ1--wE8
Class 7,गणित,2,भिन्न एवं दशमलव,23,दशमलव संख्याओं का भाग,1238,www.youtube.com/embed/-IM460T0zK0
Class 7,गणित,2,भिन्न एवं दशमलव,24,प्रश्नावली 2.7 के उदहारण,609,www.youtube.com/embed/wbOBH3ieUIs
Class 7,गणित,2,भिन्न एवं दशमलव,25,प्रश्नावली 2.7 के प्रश्न संख्या 1 से 2,745,www.youtube.com/embed/iIDTMabqn2w
Class 7,गणित,2,भिन्न एवं दशमलव,26,प्रश्नावली 2.7 के प्रश्न संख्या 3 से 6,1391,www.youtube.com/embed/kR1_nCfaVLc
Class 7,गणित,8,राशियों की तुलना,3,प्रश्नवाली 8 1 के प्रश्न,794,www.youtube.com/embed/UD2xH8YvYsY
Class 7,गणित,8,राशियों की तुलना,5,प्रश्नावली 8.2 प्रश्न संख्या 1 से 4,1679,www.youtube.com/embed/UwH_K66AfdI
Class 7,गणित,8,राशियों की तुलना,7,प्रश्नावली 8.3 के उदाहरण,2932,www.youtube.com/embed/AzEfz9BqchQ
Class 7,गणित,8,राशियों की तुलना,8,प्रश्नावली 8.3 प्रश्न संख्या 1 से 5,2266,www.youtube.com/embed/dHMDsBu8MJ0
Class 7,गणित,8,राशियों की तुलना,1,परिचय,577,www.youtube.com/embed/3Wp0P4vv2n8
Class 7,गणित,8,राशियों की तुलना,6,प्रश्नावली 8.2 प्रश्न संख्या 5 से 10,1868,www.youtube.com/embed/IAUBoqanrSE
Class 7,गणित,8,राशियों की तुलना,4,प्रतिशतता,1320,www.youtube.com/embed/D8WkNGnS2ds
Class 7,गणित,8,राशियों की तुलना,9,प्रश्नावली 8.3 प्रश्न संख्या 6 से 11,1832,www.youtube.com/embed/pBLjCL-gMps
Class 7,गणित,9,परिमेय संख्याएँ,3,प्रश्नवाली 9 .1 के प्रश्न संख्या 1 से 5 तक,2192,www.youtube.com/embed/LzzO_fDcDZg
Class 7,गणित,9,परिमेय संख्याएँ,4,प्रश्नवाली 9 .1 के प्रश्न संख्या 6 से 10 तक,2384,www.youtube.com/embed/X6N36lkX11g
Class 7,गणित,9,परिमेय संख्याएँ,5,परिमय संख्याओं पर संक्रियाएँ,2510,www.youtube.com/embed/AhuvF9PVECw
Class 7,गणित,9,परिमेय संख्याएँ,7,प्रश्नवाली 9 .2 के प्रश्न संख्या 3 से 4 तक,1284,www.youtube.com/embed/uCI7LIcg5zQ
Class 7,गणित,9,परिमेय संख्याएँ,2,प्रश्नवाली 9 .1 के उदाहरण,1865,www.youtube.com/embed/SDeIfla25oE
Class 7,गणित,9,परिमेय संख्याएँ,6,प्रश्नवाली 9 .2 के प्रश्न संख्या 1 से 2 तक,1589,www.youtube.com/embed/wqZDyb0EeDU
Class 7,गणित,9,परिमेय संख्याएँ,1,परिचय,1420,www.youtube.com/embed/ZUJM6ia98qI
Class 7,गणित,10,प्रायोगिक ज्यामिति,1,प्रायोगिक ज्यामिति - परिचय,614,www.youtube.com/embed/8MntWFWmX5U
Class 7,गणित,10,प्रायोगिक ज्यामिति,2,प्रश्नावली 10.1 के प्रश्न,2468,www.youtube.com/embed/GgAOx93H_uM
Class 7,गणित,10,प्रायोगिक ज्यामिति,4,प्रश्नावली 10.2 के प्रश्न,1780,www.youtube.com/embed/jtnVZdWiMQo
Class 7,गणित,10,प्रायोगिक ज्यामिति,7,त्रिभुज की रचना ( asa कसौटी ),713,www.youtube.com/embed/TgTrMAPvWwE
Class 7,गणित,10,प्रायोगिक ज्यामिति,8,प्रश्नावली 10.4 के प्रश्न,1504,www.youtube.com/embed/qUKjbFEY7-c
Class 7,गणित,10,प्रायोगिक ज्यामिति,9,त्रिभुज की रचना ( rhs कसौटी ),829,www.youtube.com/embed/CkywP2YXeDU
Class 7,गणित,10,प्रायोगिक ज्यामिति,10,प्रश्नावली 10.5 के प्रश्न,1338,www.youtube.com/embed/Ox8CNUNfN04
Class 7,गणित,11,परिमाप और क्षेत्रफल,1,प्रश्नवाली 11.1 के उदाहरण,1499,www.youtube.com/embed/js9vLNDXCeI
Class 7,गणित,11,परिमाप और क्षेत्रफल,2,प्रश्नवाली 11.1 के प्रश्न संख्या 1 से 4 तक,685,www.youtube.com/embed/vQMb0wMBi4s
