Grade,Subject,Chapter No.,Chapter,Part No.,Content_Title,Duration,youtube_link
Class 11,भौतिक विज्ञान,6,"कार्य, ऊर्जा और शक्ति",8,अभ्यास प्रश्न,778,www.youtube.com/embed/R60tVMrXb7Y
Class 11,राजनीतिक विज्ञान,4,सामाजिक न्याय,1,न्याय परिभाषा अर्थ एवं समस्या,1361,www.youtube.com/embed/mHh0XtJ5OOk
Class 11,गणित,7,क्रमचय और संचय,2,पाठ्यपुस्तक उदाहरण 7.1 (प्रश्न संख्या 1 से 4),826,www.youtube.com/embed/aiYEdSAkq-0
Class 11,जीव विज्ञान,9,जैव अणु,2,अमीनो अम्ल,2355,www.youtube.com/embed/HEZK6u3p2Xo
Class 11,जीव विज्ञान,9,जैव अणु,3,लिपिड,2379,www.youtube.com/embed/HCvq8ZResCY
Class 11,जीव विज्ञान,9,जैव अणु,4,नाइट्रोजनी क्षार,2629,www.youtube.com/embed/_YAn2dn739M
Class 11,जीव विज्ञान,9,जैव अणु,7,प्रोटीन की संरचना,1605,www.youtube.com/embed/k1b32y1UB5Y
Class 11,जीव विज्ञान,9,जैव अणु,8,पॉली सेकेराइड,3034,www.youtube.com/embed/5PLSsK4-apU
Class 11,जीव विज्ञान,9,जैव अणु,9,न्यूक्लिक अम्ल,784,www.youtube.com/embed/hHzRtcehbv8
Class 11,जीव विज्ञान,9,जैव अणु,14,प्रभावी कारक,2916,www.youtube.com/embed/HOg3Vo1bzAk
Class 11,जीव विज्ञान,8,कोशिका : जीवन की इकाई,10,अभ्यास प्रश्न,821,www.youtube.com/embed/xHXwjkmHv8U
Class 11,भौतिक विज्ञान,6,"कार्य, ऊर्जा और शक्ति",7,अभ्यास प्रश्न,1011,www.youtube.com/embed/CE2FF-cYkjk
Class 11,संस्कृतसाहित्यम्,5,सौवर्णशकटिका,1,"प्रथमः भागः पाठ - परिचयः, मृच्छकटिकञ्च",729,www.youtube.com/embed/rrnwaWKfNNU
Class 11,संस्कृतसाहित्यम्,5,सौवर्णशकटिका,3,तृतीयः भागः नाट्यांशस्य उत्तरार्ध्दः,1156,www.youtube.com/embed/V1gbSZq_HsQ
Class 11,जीव विज्ञान,9,जैव अणु,5,वृहत जैव अणु,943,www.youtube.com/embed/-1PNyKBmgBw
Class 11,जीव विज्ञान,9,जैव अणु,16,अभ्यास प्रश्न,2694,www.youtube.com/embed/XtdIpmsoJdM
Class 11,राजनीतिक विज्ञान,1,राजनीतिक सिद्धांत - एक परिचय,2,"राजनीतिक : परिचय, अर्थ एवं उद्देश्य (भाग-2)",1445,www.youtube.com/embed/T2y3qPRUKLs
Class 11,जीव विज्ञान,9,जैव अणु,6,प्रोटीन,1436,www.youtube.com/embed/WPSZUSxlcqQ
Class 11,जीव विज्ञान,9,जैव अणु,15,एंजाइम का नामकरण व वर्गीकरण,1596,www.youtube.com/embed/vetTEqH8VC8
Class 11,English ( Poem ),1,A photograph,1,Poem,1138,www.youtube.com/embed/aag45EepN1c
Class 11,English ( Poem ),6,Childhood,2,Stanza Explanations,520,www.youtube.com/embed/DEfViVni0Rc
Class 11,English ( Poem ),5,Father to Son,1,About : poet & Poem,670,www.youtube.com/embed/3ZsnFvZeqHQ
Class 11,English ( Poem ),5,Father to Son,2,Stanza Explantions,813,www.youtube.com/embed/nV4UHn3NRyE
Class 11,English ( Poem ),4,The Voice of The Rain,2,Stanza Explanations,1298,www.youtube.com/embed/fOYi8HylVMU
Class 11,गणित,7,क्रमचय और संचय,4,प्रश्नावली 7.1 (प्रश्न संख्या 4 से 6),449,www.youtube.com/embed/lFF-ogjOVYw
Class 11,जीव विज्ञान,6,पुष्पी पादपों का शारीर,9,अभ्यास प्रश्न,1176,www.youtube.com/embed/zO3znsCLqBg
Class 11,English ( Poem ),1,A photograph,2,Comprehension,309,www.youtube.com/embed/rzIhM5gXNY0
Class 11,राजनीतिक विज्ञान,4,सामाजिक न्याय,4,सामाजिक न्याय का अनुसरण,1819,www.youtube.com/embed/6b2GJ6-13AQ
Class 11,गणित,7,क्रमचय और संचय,3,प्रश्नावली 7.1 (प्रश्न संख्या 1 से 3),396,www.youtube.com/embed/tJ6-K3-TbCA
Class 11,जीव विज्ञान,9,जैव अणु,10,बन्ध,2057,www.youtube.com/embed/avoceJ_iNZk
Class 11,English ( Poem ),4,The Voice of The Rain,3,Stanza ( Question ) & Comprehension,875,www.youtube.com/embed/LiOPkY_UHcM
Class 11,गणित,7,क्रमचय और संचय,5,पाठ्यपुस्तक उदाहरण ( प्रश्न संख्या 5 से 8 ),335,www.youtube.com/embed/HhHx4sLaiO8
Class 11,गणित,7,क्रमचय और संचय,7,प्रश्नावली 7.2 ( प्रश्न संख्या 4 से 5 ),213,www.youtube.com/embed/ZTMlzSy7bzc
Class 11,संस्कृतसाहित्यम्,5,सौवर्णशकटिका,4,चतुर्थः भागः अभ्यासप्रश्नाः (पञ्चमप्रश्नपर्यन्तम्),1017,www.youtube.com/embed/Da9q10zepX4
Class 11,जीव विज्ञान,9,जैव अणु,13,एंजाइम अभिक्रिया,2777,www.youtube.com/embed/9rjN0UhTViw
Class 11,English ( Poem ),4,The Voice of The Rain,1,About : poet & Poem,713,www.youtube.com/embed/newF-QAoJaI
Class 11,रसायन विज्ञान,3,तत्त्वों का वर्गीकरण एवं गुणधर्मों में आवर्तिता,35,विद्युतऋणता को प्रभावित करने वाले करक,433,www.youtube.com/embed/vzfegBS02wM
Class 11,गणित,7,क्रमचय और संचय,8,प्रश्नावली 7.3 ( प्रश्न संख्या 9 से 12 ),1481,www.youtube.com/embed/3rg6hnBDQjk
Class 11,जीव विज्ञान,7,प्राणियों में संरचनात्मक संगठन,12,अभ्यास प्रश्न,699,www.youtube.com/embed/OOcDF4sFzmc
Class 11,अर्थशास्त्र,10,भारत और उसके पड़ोसी देशों के तुलनात्मक विकास अनुभव,1,तुलनात्मक अध्ययन,837,www.youtube.com/embed/T7LO_LfM5VI
Class 11,English ( Poem ),6,Childhood,1,About : poet & Poem,987,www.youtube.com/embed/tdth_q1XSnY
Class 11,गणित,7,क्रमचय और संचय,6,प्रश्नावली 7.2 ( प्रश्न संख्या 1 से 3 ),172,www.youtube.com/embed/Vv3h_Kepmgo
Class 11,गणित,7,क्रमचय और संचय,9,पाठ्यपुस्तक उदाहरण 7.3 (प्रश्न संख्या 13 से 16),1101,www.youtube.com/embed/oXODvuRhy7I
Class 11,गणित,7,क्रमचय और संचय,10,प्रश्नावली 7.3 ( प्रश्न संख्या 1 से 3 ),328,www.youtube.com/embed/FtEW0aE4zdg
Class 11,जीव विज्ञान,9,जैव अणु,1,जैव अणु,2102,www.youtube.com/embed/dboFsPRck-A
Class 11,जीव विज्ञान,9,जैव अणु,12,एंजाइम,2091,www.youtube.com/embed/XstECgoinFI
Class 11,English ( Poem ),6,Childhood,3,Stanza ( Question ) & Comprehension,444,www.youtube.com/embed/vw-u838p_Rw
Class 11,रसायन विज्ञान,4,रासायनिक आबंधन तथा आण्विक संरचना,1,आयनिक बंध - I,2784,www.youtube.com/embed/dhswN1OodaY
Class 11,रसायन विज्ञान,4,रासायनिक आबंधन तथा आण्विक संरचना,2,आयनिक बंध - II,1920,www.youtube.com/embed/tZHHI5LHTek
Class 11,जीव विज्ञान,9,जैव अणु,11,उपापचय अभिक्रिया,1311,www.youtube.com/embed/TE1hgeLFxP4
Class 11,अर्थशास्त्र,9,पर्यावरण और धारणीय विकास,1,पर्यावरण,1595,www.youtube.com/embed/Ud2b7dzseCQ
Class 11,रसायन विज्ञान,3,तत्त्वों का वर्गीकरण एवं गुणधर्मों में आवर्तिता,36,विद्युतऋणता में आवर्तिता,178,www.youtube.com/embed/bW1XfyaX5Ow
Class 11,अंग्रेजी - Book 2 (HORNBILL),4,Landscape of the Soul,1,Stories Related to Vaious Paintings,979,www.youtube.com/embed/Yf0JppKnW7k
Class 11,अंग्रेजी - Book 2 (HORNBILL),4,Landscape of the Soul,4,comprehension,732,www.youtube.com/embed/PCxh6zGhUoM
Class 11,अंग्रेजी - Book 2 (HORNBILL),8,Silk Road,3,The Dangerous Slope,950,www.youtube.com/embed/0YAHU8RqPI0
Class 11,अंग्रेजी - Book 2 (HORNBILL),8,Silk Road,4,The Only Cafe In Hor,817,www.youtube.com/embed/6S1hiE2ENlg
Class 11,अंग्रेजी - Book 2 (HORNBILL),8,Silk Road,5,Author's Fear Of Sleeping,845,www.youtube.com/embed/TvkfYbOKex8
Class 11,अंग्रेजी - Book 2 (HORNBILL),8,Silk Road,6,The Pilgrimage Season,845,www.youtube.com/embed/Nhq9SKDg2Lw
Class 11,English ( Poem ),5,Father to Son,3,Stanza ( Question ) & Comprehension,558,www.youtube.com/embed/oZMYIWrsQwA
Class 11,अंग्रेजी - Book 2 (HORNBILL),8,Silk Road,2,The Tibetan Mastiff,1123,www.youtube.com/embed/ZToQKxomqgg
Class 11,राजनीतिक विज्ञान,7,राष्ट्रवाद,1,राष्ट्रवाद परिचय एवं परिभाषा,1025,www.youtube.com/embed/cMkUEnw9ocw
Class 11,राजनीतिक विज्ञान,7,राष्ट्रवाद,3,राष्ट्र के बारे में मान्यताऐ,1851,www.youtube.com/embed/Cxh2Slko7ho
Class 11,राजनीतिक विज्ञान,7,राष्ट्रवाद,5,राष्ट्रवाद और बहुलवाद,1572,www.youtube.com/embed/ 5fOUuHUw6jc
Class 11,राजनीतिक विज्ञान,10,विकास,5,प्रश्नावली,883,www.youtube.com/embed/wdF-WkTAqK0
Class 11,राजनीतिक विज्ञान,8,धर्मनिरपेक्षता,2,धर्म निरपेक्ष राज्य,1128,www.youtube.com/embed/O3lTXWqMLmg
Class 11,राजनीतिक विज्ञान,8,धर्मनिरपेक्षता,4,भारतीय धर्मनिरपेक्षता की आलोचनाएँ,1760,www.youtube.com/embed/zM-w2DySDes
Class 11,राजनीतिक विज्ञान,9,शांति,1,शान्ति-अर्थ एवं परिचय,989,www.youtube.com/embed/gfoNXda3wXc
Class 11,राजनीतिक विज्ञान,9,शांति,2,संरचनात्मक हिंसा- रूप एवं समाप्ति,1428,www.youtube.com/embed/xCeK5AhdPRM
Class 11,राजनीतिक विज्ञान,10,विकास,1,विकास अर्थ परिचय एवं परिभाषा,1204,www.youtube.com/embed/2ABOdS0P6yA
Class 11,राजनीतिक विज्ञान,10,विकास,2,विकास के मॉडल की आलोचनाएँ,1528,www.youtube.com/embed/kLMiyqmYMz0
Class 11,राजनीतिक विज्ञान,10,विकास,3,विकास की वैकल्पिक अवधारणा,1060,www.youtube.com/embed/ELRZE9jVgxA
Class 11,रसायन विज्ञान,3,तत्त्वों का वर्गीकरण एवं गुणधर्मों में आवर्तिता,34,विद्युतऋणता,1142,www.youtube.com/embed/p_Xsvl_Voic
Class 11,अंग्रेजी - Book 2 (HORNBILL),8,Silk Road,1,Drokbas On The Way,916,www.youtube.com/embed/C_Q91DVpZJA
Class 11,गणित,7,क्रमचय और संचय,12,प्रश्नावली 7.3 ( प्रश्न संख्या 7 से 11 ),1474,www.youtube.com/embed/K7L4OOnw_dA
Class 11,राजनीतिक विज्ञान,9,शांति,3,हिंसा की समाप्ति,1567,www.youtube.com/embed/J0QOrHu4y8g
Class 11,गणित,7,क्रमचय और संचय,11,प्रश्नावली 7.3 ( प्रश्न संख्या 4 से 6 ),372,www.youtube.com/embed/xWM7rtDS8ek
Class 11,राजनीतिक विज्ञान,9,शांति,4,शान्ति के उपाय एवं चुनौतियाँ,1220,www.youtube.com/embed/j0twV1aiZLo
Class 11,रसायन विज्ञान,3,तत्त्वों का वर्गीकरण एवं गुणधर्मों में आवर्तिता,37,विद्युतऋणता के उपयोग,794,www.youtube.com/embed/71wkVOgpqWM
Class 11,गणित,7,क्रमचय और संचय,13,पाठ्यपुस्तक उदाहरण 7.4 (प्रश्न संख्या 17 से 19 ),514,www.youtube.com/embed/1hZl5ctl4qs
Class 11,राजनीतिक विज्ञान,7,राष्ट्रवाद,4,राष्ट्रीय आत्म निर्णय,1261,www.youtube.com/embed/2Ih6Z5EoZ5E
Class 11,रसायन विज्ञान,4,रासायनिक आबंधन तथा आण्विक संरचना,4,संयोजकता आबंध सिद्धांत,2069,www.youtube.com/embed/vmoT1Cl2_os
Class 11,भारत का संविधान सिद्धांत और व्यवहार,10,संविधान का राजनीतिक दर्शन,4,प्रश्नावली,1697,www.youtube.com/embed/vi7ipmRQmdQ
Class 11,अंग्रेजी - Book 2 (HORNBILL),6,The Browning Version,1,Taplow's Intrest In Science,867,www.youtube.com/embed/W-eZqCuHia0
Class 11,अंग्रेजी - Book 2 (HORNBILL),8,Silk Road,7,A New Companion,860,www.youtube.com/embed/W-Hwpy84zSQ
Class 11,राजनीतिक विज्ञान,10,विकास,4,विकास और जीवन शैली,1305,www.youtube.com/embed/4-wEEUeY7sU
Class 11,गणित,7,क्रमचय और संचय,17,विविध प्रश्नावली 7 ( प्रश्न संख्या 1 से 3 ),709,www.youtube.com/embed/QLjcYt7hk0E
Class 11,अंग्रेजी - Book 2 (HORNBILL),4,Landscape of the Soul,2,Concept Of Sanshui,942,www.youtube.com/embed/UJDuLzZqV2k
Class 11,अंग्रेजी - Book 2 (HORNBILL),4,Landscape of the Soul,3,An Untutored Genius Of India,1028,www.youtube.com/embed/ZUnus5f4qyE
Class 11,राजनीतिक विज्ञान,8,धर्मनिरपेक्षता,3,धर्मनिरपेक्षता का भारतीय मॉडल,1346,www.youtube.com/embed/T5v1s1mx5N0
Class 11,गणित,9,अनुक्रम तथा श्रेणी,1,परिचय,412,www.youtube.com/embed/8CGLst1tePc
Class 11,राजनीतिक विज्ञान,8,धर्मनिरपेक्षता,1,धर्मनिरपेक्षता-परिचय एवं परिभाषा,1791,www.youtube.com/embed/Krmdc_owRP4
Class 11,गणित,7,क्रमचय और संचय,16,प्रश्नावली 7.4 ( प्रश्न संख्या 7 से 9 ),262,www.youtube.com/embed/7dWu5Ko1O64
Class 11,गणित,9,अनुक्रम तथा श्रेणी,7,पाठ्यपुस्तक उदाहरण (प्रश्न संख्या 4 से 8),1121,www.youtube.com/embed/uErWnPyS3bQ
Class 11,गणित,9,अनुक्रम तथा श्रेणी,13,प्रश्नावली 9.2 (प्रश्न संख्या 16 से 18),1004,www.youtube.com/embed/3nUvCu_nhLk
Class 11,गणित,9,अनुक्रम तथा श्रेणी,14,गुणोत्तर श्रेणी (G.P),987,www.youtube.com/embed/hGGi50sVQqQ
Class 11,गणित,9,अनुक्रम तथा श्रेणी,15,पाठ्यपुस्तक उदाहरण (प्रश्न संख्या 9 से 13),838,www.youtube.com/embed/0onQqIQe2eE
Class 11,English ( Poem ),8,The Tale Of Melon City,1,About The Poem and Poet,1086,www.youtube.com/embed/krFract2xCk
Class 11,राजनीतिक विज्ञान,7,राष्ट्रवाद,2,राष्ट्र एवं राष्ट्रवाद,637,www.youtube.com/embed/dNouXclOR_Y
Class 11,गणित,7,क्रमचय और संचय,14,प्रश्नावली 7.4 ( प्रश्न संख्या 1 से 3 ),652,www.youtube.com/embed/W4HvgJ-ZDHw
Class 11,English ( Poem ),8,The Tale Of Melon City,3,Stanza Explanations - 3,564,www.youtube.com/embed/-uPoSO7HLU8
Class 11,भारत का संविधान सिद्धांत और व्यवहार,3,चुनाव और प्रतिनिधित्व,7,प्रश्नावली,1679,www.youtube.com/embed/8iUUzQzPe_I
Class 11,गणित,9,अनुक्रम तथा श्रेणी,5,पाठ्यपुस्तक प्रश्नावली 9.1(प्रश्न संख्या 11 से 14),760,www.youtube.com/embed/q6CIjAxAmro
Class 11,गणित,7,क्रमचय और संचय,15,प्रश्नावली 7.4 ( प्रश्न संख्या 4 से 6 ),267,www.youtube.com/embed/GJ1__ptDTZ0
Class 11,भारत का संविधान सिद्धांत और व्यवहार,3,चुनाव और प्रतिनिधित्व,1,चुनाव और लोकतंत्र,716,www.youtube.com/embed/IzoVzYwvnFA
Class 11,भारत का संविधान सिद्धांत और व्यवहार,3,चुनाव और प्रतिनिधित्व,2,चुनाव की विभिन्न विधियाँ,1193,www.youtube.com/embed/uK4YKf9kjzg
Class 11,भारत का संविधान सिद्धांत और व्यवहार,3,चुनाव और प्रतिनिधित्व,3,भारत में चुनाव व्यवस्था,933,www.youtube.com/embed/mGS2iEm2uhM
Class 11,भारत का संविधान सिद्धांत और व्यवहार,3,चुनाव और प्रतिनिधित्व,6,चुनाव सुधार,1101,www.youtube.com/embed/8wLVv6LXsTU
Class 11,गणित,9,अनुक्रम तथा श्रेणी,11,प्रश्नावली 9.2 (प्रश्न संख्या 10 से 12),1208,www.youtube.com/embed/nhbqSCNtOOE
Class 11,English ( Poem ),8,The Tale Of Melon City,2,Stanza Explanations - 2,409,www.youtube.com/embed/ZkRSPg6hB9I
Class 11,भारत का संविधान सिद्धांत और व्यवहार,1,संविधान-क्यों और कैसे ?,4,प्रश्नावली,2059,www.youtube.com/embed/Hbwh7vBnkiU
Class 11,रसायन विज्ञान,4,रासायनिक आबंधन तथा आण्विक संरचना,3,सहसंयोजक बंध,3538,www.youtube.com/embed/Hq9MYmGnS6w
Class 11,भारत का संविधान सिद्धांत और व्यवहार,3,चुनाव और प्रतिनिधित्व,4,निर्वाचन क्षेत्रों का आरक्षण,680,www.youtube.com/embed/dTJwRLfjczo
Class 11,गणित,9,अनुक्रम तथा श्रेणी,4,पाठ्यपुस्तक प्रश्नावली 9.1(प्रश्न संख्या 7 से 10),257,www.youtube.com/embed/pBrHFSRs4jI
Class 11,भारत का संविधान सिद्धांत और व्यवहार,8,स्थानीय शासन,1,स्थानिय शासन - एक परिचय,1625,www.youtube.com/embed/WirczoETC5M
Class 11,भारत का संविधान सिद्धांत और व्यवहार,8,स्थानीय शासन,3,73 वां संविधान संशोधन,776,www.youtube.com/embed/N9M3Czj93B4
Class 11,भारत का संविधान सिद्धांत और व्यवहार,8,स्थानीय शासन,4,74 वां संविधान अधिनियम,825,www.youtube.com/embed/x5HdZ1AXsr8
Class 11,भारत का संविधान सिद्धांत और व्यवहार,8,स्थानीय शासन,6,प्रश्नावली,1457,www.youtube.com/embed/F2J4OXP7ywA
Class 11,English ( Poem ),8,The Tale Of Melon City,5,Stanza Wise Que. & Comprehension,1016,www.youtube.com/embed/GZdrKT5B1no
Class 11,भारत का संविधान सिद्धांत और व्यवहार,1,संविधान-क्यों और कैसे ?,2,भारतीय संविधान निर्माण,880,www.youtube.com/embed/Tc3OLMPZEaU
Class 11,भारत का संविधान सिद्धांत और व्यवहार,9,संविधान-एक जीवंत दस्तावेज,1,संविधान कठोर और लचीला भाग 1,958,www.youtube.com/embed/J2TkDMtVmPA
Class 11,भारत का संविधान सिद्धांत और व्यवहार,9,संविधान-एक जीवंत दस्तावेज,3,भारतीय संविधान में संसोधन,1483,www.youtube.com/embed/TDryDRbi4GU
Class 11,भारत का संविधान सिद्धांत और व्यवहार,9,संविधान-एक जीवंत दस्तावेज,5,प्रश्नावली,1375,www.youtube.com/embed/p5Vzs7XHnRs
Class 11,राजनीतिक विज्ञान,8,धर्मनिरपेक्षता,5,प्रश्नावली,849,www.youtube.com/embed/ea31U23yZPI
Class 11,राजनीतिक विज्ञान,9,शांति,6,प्रश्नावली,923,www.youtube.com/embed/QlIPzTS4mEI
Class 11,राजनीतिक विज्ञान,1,राजनीतिक सिद्धांत - एक परिचय,3,प्रश्नावली,765,www.youtube.com/embed/7gED0pQtVFU
Class 11,गणित,9,अनुक्रम तथा श्रेणी,3,पाठ्यपुस्तक प्रश्नावली 9.1(प्रश्न संख्या 1 से 6),496,www.youtube.com/embed/TfMkLqO1wG8
Class 11,गणित,9,अनुक्रम तथा श्रेणी,8,प्रश्नावली 9.2 (प्रश्न संख्या 1 से 3),817,www.youtube.com/embed/z2InwMOTNf0
Class 11,गणित,9,अनुक्रम तथा श्रेणी,6,समान्तर श्रेणी (A.P),1408,www.youtube.com/embed/iE9v6g7Bg4M
Class 11,भौतिक विज्ञान,11,द्रव्य के तापीय गुण,5,गुप्त ऊष्मा,1284,www.youtube.com/embed/ryah7SUEd1M
Class 11,भारत का संविधान सिद्धांत और व्यवहार,10,संविधान का राजनीतिक दर्शन,2,भारतीय संविधान का राजनीतिक दर्शन,1731,www.youtube.com/embed/6BQu55iWfhg
Class 11,भारत का संविधान सिद्धांत और व्यवहार,10,संविधान का राजनीतिक दर्शन,3,संविधान के राजनीतिक दर्शन की उपलब्धि एवं आलोचना,1587,www.youtube.com/embed/54BzpEo4Rgg
Class 11,भारत भौतिक पर्यावरण,1,भारत - स्थिति,1,प्रस्तावना,1917,www.youtube.com/embed/GneWKzdFw4c
Class 11,गणित,9,अनुक्रम तथा श्रेणी,2,पाठ्यपुस्तक उदाहरण (प्रश्न संख्या 1 से 3),407,www.youtube.com/embed/5WjXQ2doFhM
Class 11,भारत का संविधान सिद्धांत और व्यवहार,9,संविधान-एक जीवंत दस्तावेज,2,संविधान कठोर और लचीला भाग 2,1094,www.youtube.com/embed/d2Bvs6R6_lk
Class 11,गणित,9,अनुक्रम तथा श्रेणी,19,प्रश्नावली 9.3 (प्रश्न संख्या 7 से 10),458,www.youtube.com/embed/KTwsWTVNy64
Class 11,गणित,9,अनुक्रम तथा श्रेणी,9,प्रश्नावली 9.2 (प्रश्न संख्या 4 से 6),925,www.youtube.com/embed/EOXakRQHcYM
Class 11,गणित,9,अनुक्रम तथा श्रेणी,10,प्रश्नावली 9.2 (प्रश्न संख्या 7 से 9),697,www.youtube.com/embed/FNMhcGhUMqQ
Class 11,गणित,9,अनुक्रम तथा श्रेणी,12,प्रश्नावली 9.2 (प्रश्न संख्या 13 से 15),414,www.youtube.com/embed/NxdBJBkCbaA
Class 11,English ( Poem ),8,The Tale Of Melon City,4,Stanza Explanations - 4,675,www.youtube.com/embed/mZTH43g5uNI
Class 11,भारत का संविधान सिद्धांत और व्यवहार,1,संविधान-क्यों और कैसे ?,1,संविधान एक परिचय,1601,www.youtube.com/embed/wyP_EpJlkz0
Class 11,भारत का संविधान सिद्धांत और व्यवहार,1,संविधान-क्यों और कैसे ?,3,संविधान विभिन्न स्त्रोतो का निचोड़,1172,www.youtube.com/embed/GRiJdoYocqs
Class 11,भारत का संविधान सिद्धांत और व्यवहार,8,स्थानीय शासन,5,73 वें और 74 वें संविधान संशोधन अधिनियम का क्रियान्वयन,1006,www.youtube.com/embed/DN1DeTzy9ZU
Class 11,भारत भौतिक पर्यावरण,1,भारत - स्थिति,2,भारत का आकर एवं पड़ोसी देश,1033,www.youtube.com/embed/pv7Ys9vGiEQ
Class 11,गणित,9,अनुक्रम तथा श्रेणी,16,पाठ्यपुस्तक उदाहरण (प्रश्न संख्या 14 से 16),1030,www.youtube.com/embed/GT4bsy5zmNs
Class 11,गणित,9,अनुक्रम तथा श्रेणी,17,गुणोत्तर माध्य व समान्तर माध्य के बीच संबंध,635,www.youtube.com/embed/Nof-nO2lOGU
Class 11,गणित,9,अनुक्रम तथा श्रेणी,20,प्रश्नावली 9.3 (प्रश्न संख्या 11 से 14),830,www.youtube.com/embed/qdhsPKSTVL8
Class 11,भारत का संविधान सिद्धांत और व्यवहार,3,चुनाव और प्रतिनिधित्व,5,स्वतंत्र और निष्पक्ष चुनाव,1440,www.youtube.com/embed/lTvMuWwG82o
Class 11,गणित,9,अनुक्रम तथा श्रेणी,21,प्रश्नावली 9.3 (प्रश्न संख्या 15 से 18),788,www.youtube.com/embed/CgI6fK-z-44
Class 11,गणित,9,अनुक्रम तथा श्रेणी,22,प्रश्नावली 9.3 (प्रश्न संख्या 19 से 21),791,www.youtube.com/embed/0QiX1qpfog0
Class 11,लेखाशास्त्र,9,वित्तीय विवरण - 1,1,विभिन्न पणधारी पक्षकार और पूंजीगत एवं आगम मदे,1122,www.youtube.com/embed/BJrGfjFbhJw
Class 11,लेखाशास्त्र,9,वित्तीय विवरण - 1,4,उदाहरण 5 से 6,1080,www.youtube.com/embed/DkyRKA8ixtA
Class 11,लेखाशास्त्र,9,वित्तीय विवरण - 1,8,लघुत्तरात्मक प्रश्न,848,www.youtube.com/embed/7k-y7YR1Qp4
Class 11,लेखाशास्त्र,9,वित्तीय विवरण - 1,10,आंकिक प्रश्न 6 से 8,1657,www.youtube.com/embed/Pi7UePb4zI8
Class 11,लेखाशास्त्र,9,वित्तीय विवरण - 1,12,आंकिक प्रश्न 13 से 15,1840,www.youtube.com/embed/69b-rZlterY
Class 11,भारत का संविधान सिद्धांत और व्यवहार,8,स्थानीय शासन,2,स्वतंत्र भारत में स्थानिय शासन,1007,www.youtube.com/embed/rnFQb2lE_7c
Class 11,भारत का संविधान सिद्धांत और व्यवहार,9,संविधान-एक जीवंत दस्तावेज,4,संविधान की मूल सरंचना,1349,www.youtube.com/embed/AOFajMRMkWA
Class 11,भौतिक विज्ञान,11,द्रव्य के तापीय गुण,2,पदार्थो का तापीय प्रसार,2141,www.youtube.com/embed/gIAOF3CUIuM
Class 11,रसायन विज्ञान,4,रासायनिक आबंधन तथा आण्विक संरचना,5,अतिव्यापन के प्रकार,1691,www.youtube.com/embed/0GfipAWNqx8
Class 11,रसायन विज्ञान,4,रासायनिक आबंधन तथा आण्विक संरचना,6,संकरण,3125,www.youtube.com/embed/KGJDLuwYgIo
Class 11,लेखाशास्त्र,9,वित्तीय विवरण - 1,2,वित्तीय विवरणों का सामान्य परिचय,1187,www.youtube.com/embed/rLjIhg6auL8
Class 11,लेखाशास्त्र,9,वित्तीय विवरण - 1,3,उदाहरण 1 से 4,1185,www.youtube.com/embed/D-EB-XxPOjk
Class 11,लेखाशास्त्र,9,वित्तीय विवरण - 1,11,आंकिक प्रश्न 9 से 12,2507,www.youtube.com/embed/tkXMwF8YyXU
Class 11,भौतिक विज्ञान,11,द्रव्य के तापीय गुण,6,ऊष्मा स्थानांतरण ( ऊष्मीय संचरण ) चालन,1674,www.youtube.com/embed/cz3wlvel-IE
Class 11,भौतिक विज्ञान,11,द्रव्य के तापीय गुण,7,ऊष्मा स्थानांतरण ( ऊष्मीय संचरण ) संवहन व विकिरण,1227,www.youtube.com/embed/sy-NdNlzav0
Class 11,भौतिक विज्ञान,11,द्रव्य के तापीय गुण,9,न्यूटन का शीतलन नियम,1388,www.youtube.com/embed/JKj9klXBL5Q
Class 11,संस्कृतसाहित्यम्,3,परोपकाराय सतां विभूतयः,1,पाठ - परिचयः,941,www.youtube.com/embed/WjyHj_DkjRI
Class 11,संस्कृतसाहित्यम्,3,परोपकाराय सतां विभूतयः,6,व्याकरणात्मक प्रश्नाः (चतुर्थः अष्टप्रश्नपर्यन्तम्),1182,www.youtube.com/embed/EbbgDK4JLDE
Class 11,भौतिक विज्ञान,11,द्रव्य के तापीय गुण,4,अवस्था परिवर्तन,1155,www.youtube.com/embed/U2L36oebTuo
Class 11,अंग्रेजी - Book 1 (SNAPSHOTS),1,The Summer of the Beautiful,1,The Summer of the Beautiful Modules - 1,747,www.youtube.com/embed/-7EdLHXpsE8
Class 11,अंग्रेजी - Book 1 (SNAPSHOTS),1,The Summer of the Beautiful,2,Ride On The Horse,841,www.youtube.com/embed/2Wb5XcmN0q0
Class 11,अंग्रेजी - Book 1 (SNAPSHOTS),1,The Summer of the Beautiful,3,Part - 3,498,www.youtube.com/embed/eSympuQZh_s
Class 11,अंग्रेजी - Book 1 (SNAPSHOTS),1,The Summer of the Beautiful,4,Morsrd Riding Alone,366,www.youtube.com/embed/_PUG0zYCEkE
Class 11,अंग्रेजी - Book 1 (SNAPSHOTS),1,The Summer of the Beautiful,5,Aram Ridiing Alone,591,www.youtube.com/embed/dVys6fPjFyA
Class 11,अंग्रेजी - Book 1 (SNAPSHOTS),1,The Summer of the Beautiful,6,Owner Of The House,757,www.youtube.com/embed/dcOhoWzusv0
Class 11,अंग्रेजी - Book 1 (SNAPSHOTS),1,The Summer of the Beautiful,7,Riding Lessons Of Aram,570,www.youtube.com/embed/cg1WMYbMsLE
